flight_number,departure_airport,arrival_airport,departure_date,arrival_date,departure_time,arrival_time,airline,passenger_count,flight_duration
1075,ESP,BCI,04/05/2022,02/21/2022,8:54 PM,10:7 AM,Delta,410,6
7656,BZF,BZB,12/16/2022,07/07/2022,6:5 AM,7:55 PM,United,52,22
9252,BZF,BCI,02/07/2022,12/30/2022,2:37 AM,11:6 PM,Delta,438,2
2184,BZB,ESP,05/17/2022,07/12/2022,10:43 PM,8:1 PM,American,294,22
3916,YFX,YCY,02/24/2022,10/22/2022,9:21 AM,7:15 PM,United,90,2
5928,YFX,BFO,08/15/2022,12/25/2022,7:56 AM,5:49 PM,United,288,20
9645,YCY,BFX,09/11/2022,09/29/2022,11:4 AM,3:17 PM,United,1,19
3603,BFO,BCI,10/25/2022,03/06/2022,8:6 AM,1:15 AM,American,449,20
8489,YCY,BFX,11/29/2022,01/24/2022,11:59 PM,1:37 AM,Delta,492,18
1130,BZF,FYM,07/22/2022,01/14/2022,7:16 PM,3:42 PM,American,60,13
8875,BZB,BFO,06/03/2022,05/25/2022,1:5 AM,11:14 PM,American,60,4
3609,BFO,BFO,02/18/2022,05/22/2022,3:30 AM,9:5 AM,Delta,400,6
6715,BFO,FYM,02/23/2022,07/13/2022,11:14 AM,6:40 PM,American,253,15
9323,ESP,ESP,01/17/2022,11/11/2022,11:5 AM,1:2 AM,Delta,105,16
4189,BCI,BZF,01/31/2022,08/07/2022,3:23 AM,6:37 AM,United,483,18
2183,BCI,ESP,02/27/2022,03/02/2022,5:32 PM,8:30 AM,Delta,100,21
9519,YCY,YCY,06/07/2022,01/16/2022,9:57 AM,10:46 AM,Delta,85,13
5464,PMP,ESP,11/20/2022,08/11/2022,2:39 PM,11:24 PM,American,77,1
5351,FYM,YFX,09/03/2022,04/08/2022,8:56 AM,1:8 PM,American,113,10
6641,BFO,BZB,11/26/2022,09/11/2022,5:46 PM,3:17 AM,American,138,22
4410,PMP,BFX,02/19/2022,03/22/2022,2:4 PM,7:38 PM,American,321,9
1879,BZF,YCY,09/03/2022,02/11/2022,11:32 AM,6:18 PM,Delta,35,19
6177,BFX,YFX,10/31/2022,09/13/2022,10:23 AM,9:47 PM,United,295,21
6784,ESP,BZB,02/02/2022,04/30/2022,12:49 AM,5:16 AM,United,397,15
1317,BFX,BZF,09/08/2022,09/20/2022,5:33 AM,1:38 AM,Delta,198,4
8834,ESP,YFX,02/07/2022,01/17/2022,5:36 PM,4:18 PM,Delta,58,17
5056,BZB,BFX,08/09/2022,09/20/2022,9:9 PM,3:58 AM,United,98,21
5151,YCY,BCI,04/26/2022,10/16/2022,1:46 PM,4:40 PM,Delta,167,19
8064,BFO,YCY,11/27/2022,06/11/2022,7:58 AM,4:41 PM,Delta,382,22
9038,BZF,YFX,07/18/2022,01/11/2022,7:8 AM,3:35 PM,American,260,3
5161,YCY,YCY,06/19/2022,09/14/2022,1:18 PM,8:13 PM,United,263,8
8740,YFX,BZB,02/10/2022,01/11/2022,10:27 AM,8:8 AM,United,378,17
3361,PMP,ESP,10/31/2022,05/12/2022,10:48 PM,1:25 PM,American,224,14
4499,BFX,YFX,10/10/2022,03/10/2022,1:47 PM,9:27 AM,United,484,22
2231,YCY,BFX,01/17/2022,06/25/2022,1:10 AM,9:53 AM,Delta,457,20
4233,PMP,PMP,02/10/2022,04/09/2022,12:34 AM,5:38 PM,United,436,12
5279,FYM,BFO,05/24/2022,06/29/2022,2:56 PM,12:58 PM,United,17,19
6364,YCY,PMP,10/09/2022,10/11/2022,5:38 PM,8:32 AM,United,348,23
1253,BFO,BZF,03/22/2022,12/02/2022,11:40 PM,4:54 AM,American,7,7
6806,FYM,YCY,04/15/2022,08/23/2022,1:46 AM,8:37 PM,American,75,18
2811,PMP,FYM,10/18/2022,03/17/2022,5:34 AM,4:5 PM,American,93,24
4413,FYM,ESP,06/30/2022,04/27/2022,1:40 PM,8:2 AM,American,452,18
2028,FYM,BCI,04/22/2022,11/14/2022,7:35 PM,10:31 PM,United,278,19
1952,YFX,BFX,06/05/2022,07/27/2022,4:14 PM,10:49 PM,Delta,300,5
1184,BFX,BZB,05/21/2022,12/07/2022,3:7 PM,3:47 AM,American,403,9
2626,BFO,BCI,10/05/2022,07/25/2022,5:13 AM,1:36 PM,American,68,14
8408,YCY,ESP,04/05/2022,02/04/2022,3:28 PM,3:55 AM,Delta,299,20
6058,BFO,BFX,12/01/2022,05/20/2022,9:6 AM,11:46 AM,Delta,431,17
5726,ESP,FYM,08/01/2022,08/04/2022,7:43 AM,8:1 AM,Delta,165,17
4924,BZF,BCI,06/09/2022,10/21/2022,5:51 PM,10:5 AM,Delta,249,23
3031,BFO,BZF,09/30/2022,03/30/2022,9:46 AM,1:2 AM,United,297,10
6348,PMP,BZB,07/21/2022,03/18/2022,7:29 PM,8:43 AM,American,438,23
9019,BFO,BZB,07/21/2022,11/25/2022,10:52 PM,1:39 AM,Delta,267,24
8029,YFX,PMP,11/09/2022,10/25/2022,3:24 PM,5:52 PM,United,117,23
1104,BFX,BZF,07/30/2022,01/19/2022,7:36 PM,4:10 AM,Delta,364,17
6109,PMP,FYM,11/18/2022,04/01/2022,2:52 AM,11:56 AM,American,404,2
7051,PMP,BFX,03/03/2022,06/25/2022,11:17 PM,4:44 PM,American,192,7
1020,BFX,FYM,02/18/2022,03/25/2022,5:48 PM,2:41 PM,United,232,22
7694,PMP,BFX,07/04/2022,01/25/2022,8:53 PM,12:35 PM,American,323,24
1769,FYM,PMP,03/11/2022,08/11/2022,4:36 PM,9:56 PM,United,424,2
2941,BZF,YFX,04/07/2022,06/28/2022,5:7 AM,10:3 PM,United,21,7
1619,PMP,BCI,04/12/2022,03/21/2022,11:45 AM,7:41 AM,Delta,124,11
7530,ESP,BFO,11/14/2022,08/20/2022,5:27 PM,3:24 AM,United,145,6
7325,YFX,FYM,02/28/2022,04/01/2022,8:16 PM,2:20 PM,American,9,8
7076,PMP,YCY,05/08/2022,04/23/2022,5:13 AM,1:47 PM,American,330,11
6660,BCI,YCY,12/02/2022,06/14/2022,5:28 PM,3:17 PM,United,403,23
2381,ESP,ESP,06/18/2022,07/26/2022,7:26 PM,9:58 PM,Delta,13,21
3107,YFX,BZB,03/18/2022,04/04/2022,6:36 AM,7:51 PM,United,119,24
6400,YFX,YFX,09/07/2022,02/07/2022,6:30 AM,1:56 PM,Delta,223,24
4637,YCY,YFX,09/13/2022,08/12/2022,8:20 PM,5:46 AM,United,491,14
9086,YFX,YCY,05/03/2022,08/07/2022,9:5 PM,6:7 PM,Delta,370,17
4704,BZB,FYM,06/28/2022,10/04/2022,3:45 PM,7:41 PM,Delta,305,19
8473,FYM,FYM,04/16/2022,06/22/2022,5:32 AM,5:29 PM,American,291,1
4183,BFO,YCY,09/25/2022,07/04/2022,1:14 AM,10:25 AM,American,297,21
9532,FYM,BZF,10/15/2022,11/09/2022,6:32 PM,2:33 AM,American,375,12
4880,ESP,BFO,06/23/2022,04/12/2022,3:2 AM,10:50 AM,Delta,33,21
5833,YFX,YFX,11/13/2022,01/03/2022,4:58 AM,7:26 PM,Delta,367,19
5466,BFO,BZF,10/05/2022,03/24/2022,4:35 AM,4:36 AM,American,498,17
8850,BCI,ESP,10/06/2022,10/04/2022,5:4 PM,4:57 AM,United,372,4
1109,FYM,ESP,05/11/2022,02/24/2022,9:7 AM,1:25 PM,Delta,24,9
3653,BCI,BFX,01/26/2022,08/21/2022,11:28 AM,6:21 PM,Delta,39,22
9843,YCY,PMP,06/24/2022,11/02/2022,12:24 AM,2:49 AM,Delta,145,18
2141,PMP,BZB,06/20/2022,03/11/2022,1:26 PM,6:3 AM,United,495,5
1272,BZB,BZF,02/10/2022,05/12/2022,12:4 AM,2:18 AM,American,159,11
3776,YCY,BCI,06/11/2022,04/27/2022,1:3 AM,3:16 PM,American,259,1
3327,ESP,ESP,05/01/2022,12/14/2022,5:52 AM,8:24 PM,Delta,220,8
5580,ESP,BFX,02/03/2022,04/24/2022,12:7 AM,3:55 PM,United,62,23
3024,YFX,YCY,12/24/2022,01/26/2022,1:41 PM,11:58 PM,Delta,189,3
7366,BCI,BFX,01/31/2022,05/30/2022,11:19 PM,2:8 AM,United,275,23
6922,FYM,BFX,06/28/2022,03/27/2022,7:42 AM,5:59 AM,Delta,441,3
5528,YCY,YFX,07/27/2022,09/28/2022,8:46 AM,7:42 PM,Delta,310,18
3940,BFO,PMP,04/27/2022,05/28/2022,2:51 AM,7:36 AM,American,470,21
4201,FYM,BZB,05/15/2022,05/11/2022,3:12 AM,5:47 PM,American,21,11
8003,BFO,PMP,09/11/2022,12/12/2022,8:37 AM,7:59 AM,American,249,9
3840,ESP,PMP,07/27/2022,04/07/2022,8:4 AM,4:47 AM,Delta,185,3
6822,BZF,ESP,02/05/2022,11/05/2022,12:11 AM,1:19 PM,United,160,17
9703,YCY,BZB,02/25/2022,01/02/2022,3:50 PM,2:39 AM,Delta,394,1
9071,PMP,BCI,09/21/2022,06/07/2022,4:56 AM,7:57 PM,American,99,21
1475,BCI,BCI,05/26/2022,06/19/2022,11:57 PM,5:36 AM,United,49,2
6250,PMP,FYM,02/19/2022,08/03/2022,10:49 AM,2:33 PM,United,283,12
6081,PMP,YFX,10/05/2022,01/04/2022,1:56 PM,2:29 AM,Delta,160,4
6517,ESP,FYM,10/28/2022,06/14/2022,5:56 PM,8:36 AM,Delta,387,13
4178,BCI,YCY,03/23/2022,06/01/2022,9:14 AM,11:56 PM,Delta,474,22
9444,BZF,YFX,08/19/2022,06/17/2022,3:19 PM,8:1 AM,United,159,9
5678,BFO,BFX,07/12/2022,10/20/2022,10:14 AM,2:19 AM,Delta,44,9
7736,YCY,BFX,05/06/2022,10/14/2022,10:41 PM,6:32 PM,United,247,7
3886,YCY,BZB,06/16/2022,04/29/2022,5:36 AM,8:26 PM,United,140,3
8308,BZF,ESP,11/02/2022,03/13/2022,12:50 PM,10:38 AM,American,486,9
8433,YFX,BZB,02/23/2022,03/26/2022,5:52 AM,6:51 PM,United,96,24
5354,PMP,ESP,12/23/2022,12/28/2022,8:51 PM,3:1 PM,American,299,10
2564,BCI,BZF,03/29/2022,04/11/2022,6:1 AM,1:28 AM,American,191,11
6532,YFX,YFX,07/11/2022,02/01/2022,11:55 PM,1:12 AM,Delta,262,4
8037,PMP,BFX,11/03/2022,07/19/2022,10:21 PM,7:3 PM,United,216,1
4237,BZF,PMP,11/29/2022,11/23/2022,9:23 AM,11:59 AM,American,147,9
6914,BFO,PMP,07/18/2022,06/18/2022,7:43 PM,10:21 PM,Delta,409,4
7656,PMP,PMP,05/14/2022,08/29/2022,5:55 AM,11:53 PM,United,310,23
6912,PMP,ESP,11/05/2022,01/14/2022,2:15 PM,1:49 PM,American,306,19
5232,FYM,BFX,10/08/2022,04/13/2022,12:24 AM,2:5 PM,American,72,7
9757,PMP,BZF,06/18/2022,09/18/2022,6:59 AM,9:44 AM,American,277,2
8029,BZF,BFX,03/09/2022,09/23/2022,3:50 AM,2:48 PM,American,224,6
2926,BZB,BZB,06/06/2022,05/31/2022,11:53 PM,3:43 AM,American,439,7
5179,BZB,YFX,11/26/2022,02/26/2022,12:13 AM,5:18 PM,United,200,13
5767,FYM,BZB,09/26/2022,09/14/2022,9:1 PM,9:4 PM,American,159,7
9417,YCY,PMP,06/15/2022,07/01/2022,1:12 AM,8:13 AM,Delta,268,18
6848,BZB,FYM,01/21/2022,06/29/2022,4:0 PM,12:13 AM,United,452,9
7103,BCI,BFO,12/14/2022,12/05/2022,12:51 AM,6:44 PM,American,2,5
5544,BCI,BCI,01/03/2022,11/28/2022,7:9 PM,7:56 AM,Delta,44,10
8932,BZB,YFX,09/23/2022,10/17/2022,2:8 AM,9:15 PM,American,484,22
3045,BZB,BZB,09/24/2022,10/06/2022,9:24 PM,8:44 AM,Delta,7,1
7146,ESP,BZB,02/07/2022,10/21/2022,5:30 PM,1:58 AM,United,148,21
3982,YCY,FYM,04/04/2022,10/19/2022,10:54 PM,5:53 AM,United,21,16
5238,BFX,PMP,02/15/2022,07/20/2022,8:5 AM,4:54 PM,American,28,5
6022,YCY,BCI,05/15/2022,07/08/2022,10:39 AM,9:0 AM,United,46,18
7696,FYM,BFO,08/18/2022,10/25/2022,12:25 PM,1:37 AM,Delta,124,23
1041,FYM,BZF,05/25/2022,06/15/2022,7:50 AM,8:46 AM,American,481,5
8279,PMP,ESP,01/28/2022,01/23/2022,6:43 AM,11:52 PM,American,386,9
7714,BZB,BZF,09/07/2022,08/14/2022,5:19 AM,4:2 PM,United,483,14
4720,FYM,BZF,02/09/2022,01/25/2022,2:25 AM,6:44 PM,Delta,306,11
2159,PMP,BFX,06/22/2022,09/12/2022,10:20 AM,3:53 PM,American,87,17
6180,BZF,YFX,02/10/2022,06/02/2022,9:36 AM,3:34 PM,United,255,5
3343,YCY,BFX,02/11/2022,04/25/2022,2:13 PM,10:11 PM,American,257,3
9129,BZF,BZB,05/22/2022,09/09/2022,8:23 AM,10:13 AM,American,471,10
5276,BZB,BFX,07/16/2022,11/16/2022,2:18 AM,11:17 AM,American,383,12
4619,BCI,YFX,04/17/2022,11/01/2022,6:30 PM,9:31 AM,American,398,24
4594,BZF,YFX,03/25/2022,02/21/2022,6:17 AM,1:26 PM,American,405,17
7162,YFX,PMP,05/08/2022,03/19/2022,6:8 AM,10:2 AM,American,113,11
3175,PMP,ESP,02/25/2022,07/20/2022,10:48 PM,10:3 PM,American,490,2
4017,BCI,BZF,03/13/2022,05/07/2022,12:42 PM,9:18 AM,American,151,1
4359,BCI,YFX,12/25/2022,05/10/2022,5:39 PM,12:51 PM,Delta,33,6
3146,BZF,BZF,12/11/2022,03/13/2022,6:4 PM,11:21 PM,Delta,456,17
7362,ESP,ESP,12/12/2022,09/05/2022,11:58 PM,12:18 PM,American,284,21
8659,BCI,BCI,12/07/2022,03/09/2022,5:47 AM,5:56 AM,American,333,22
7106,BFX,YFX,03/20/2022,08/04/2022,10:55 PM,7:27 AM,United,407,3
6781,YFX,PMP,07/05/2022,08/18/2022,1:9 AM,9:56 AM,United,315,13
8504,YFX,ESP,09/14/2022,11/30/2022,9:6 AM,3:49 PM,Delta,191,18
5374,YCY,ESP,08/14/2022,10/30/2022,1:29 AM,12:23 AM,United,327,4
2353,BZB,FYM,09/12/2022,04/09/2022,2:56 AM,9:52 AM,American,376,1
4470,BZB,BFO,10/09/2022,11/30/2022,5:47 AM,12:6 AM,United,164,16
8871,ESP,FYM,01/29/2022,06/07/2022,10:2 PM,10:51 AM,American,393,17
7267,FYM,PMP,02/12/2022,08/05/2022,9:42 PM,9:4 AM,Delta,479,15
3519,BZB,YFX,08/04/2022,09/07/2022,7:16 AM,4:54 PM,American,466,12
7872,BCI,BFX,03/17/2022,12/23/2022,10:29 AM,9:21 AM,American,216,2
9691,FYM,BCI,09/23/2022,11/27/2022,1:19 AM,5:39 AM,American,224,2
4983,BZB,YFX,03/06/2022,05/14/2022,8:44 PM,8:17 AM,American,218,14
9827,BCI,YFX,11/30/2022,08/06/2022,11:11 PM,3:8 AM,United,103,13
7922,BZF,YCY,03/16/2022,08/03/2022,7:34 PM,8:12 PM,American,349,9
3679,YCY,ESP,05/14/2022,02/12/2022,1:24 PM,10:49 PM,American,39,12
2769,BZF,BFO,07/01/2022,01/20/2022,7:39 PM,10:20 AM,United,24,15
1427,ESP,BZB,07/10/2022,09/17/2022,6:46 AM,8:34 PM,Delta,273,20
3776,BZF,YFX,10/11/2022,04/15/2022,1:28 AM,3:1 PM,American,258,23
3119,PMP,YCY,07/19/2022,05/24/2022,4:25 AM,12:52 AM,United,344,12
8970,YFX,BZB,07/24/2022,09/10/2022,1:15 AM,3:1 AM,American,119,2
9731,BZF,BFX,09/06/2022,06/06/2022,10:9 AM,4:50 PM,American,192,13
7667,YCY,BZF,01/01/2022,06/29/2022,1:48 AM,10:58 PM,American,81,14
2082,BZB,YFX,05/30/2022,10/27/2022,12:5 PM,4:2 AM,American,319,11
7881,BZF,BZF,12/11/2022,03/22/2022,5:53 AM,8:7 PM,United,349,10
6791,ESP,BFX,08/03/2022,12/30/2022,8:32 AM,3:11 AM,United,200,24
5384,BFO,BZB,09/27/2022,06/24/2022,9:39 PM,1:43 AM,American,194,3
6978,ESP,BCI,12/12/2022,10/09/2022,12:30 PM,8:59 AM,Delta,32,8
8145,ESP,BZB,05/09/2022,02/22/2022,10:19 AM,6:13 PM,American,19,11
5437,YFX,YCY,08/16/2022,06/09/2022,8:38 AM,8:14 PM,American,315,10
9586,BCI,ESP,06/02/2022,05/20/2022,7:7 AM,4:26 PM,United,416,3
5488,ESP,BCI,07/21/2022,07/01/2022,4:50 PM,6:32 AM,American,125,6
5758,YFX,PMP,11/09/2022,02/25/2022,9:53 AM,4:20 AM,United,404,18
3426,FYM,YFX,03/19/2022,06/06/2022,4:18 PM,2:24 AM,American,156,21
5443,YCY,ESP,07/07/2022,10/02/2022,1:44 AM,9:30 PM,United,484,11
5518,BFO,BFO,04/27/2022,12/30/2022,12:17 PM,3:41 AM,Delta,193,16
3879,BCI,BFX,02/25/2022,11/20/2022,8:7 PM,10:11 AM,American,378,6
9039,BCI,YCY,12/19/2022,02/02/2022,5:58 PM,2:3 PM,Delta,489,13
5242,YFX,PMP,11/19/2022,03/02/2022,4:28 AM,5:32 AM,Delta,440,7
4560,BZF,ESP,08/01/2022,06/05/2022,4:3 AM,1:44 PM,American,386,3
8051,BZB,BZF,09/14/2022,11/16/2022,5:53 AM,6:44 AM,American,167,22
7825,BFO,BZB,05/03/2022,05/15/2022,7:16 AM,6:31 PM,American,477,5
6273,YCY,PMP,10/01/2022,05/20/2022,2:25 AM,5:5 PM,United,307,20
9671,ESP,BCI,01/25/2022,06/10/2022,4:12 PM,11:25 PM,American,64,1
5397,PMP,BZB,03/16/2022,03/22/2022,11:32 PM,10:29 PM,Delta,109,15
8125,YFX,PMP,08/26/2022,04/26/2022,10:13 PM,3:37 PM,American,433,5
7795,FYM,YFX,03/16/2022,01/03/2022,1:53 AM,3:9 AM,United,133,19
9098,PMP,BZF,07/17/2022,08/10/2022,4:40 PM,9:58 AM,American,140,8
2165,YCY,BFO,12/26/2022,01/22/2022,9:39 AM,5:11 AM,Delta,399,23
2610,FYM,YCY,04/26/2022,01/11/2022,12:50 AM,5:2 AM,Delta,106,3
7724,BFX,BFO,05/25/2022,09/15/2022,12:55 PM,12:25 AM,United,22,19
1167,BFX,YCY,07/05/2022,04/13/2022,2:0 AM,11:42 AM,United,15,5
8461,ESP,BZF,04/07/2022,06/01/2022,7:46 AM,10:10 PM,United,75,6
8193,PMP,BZF,07/17/2022,11/13/2022,9:37 PM,5:34 PM,Delta,398,1
7100,BZF,BFX,06/15/2022,08/08/2022,7:19 PM,12:47 AM,United,125,21
4176,YFX,YCY,09/07/2022,05/30/2022,10:29 AM,2:14 AM,Delta,36,15
5900,BFX,BZF,02/13/2022,11/03/2022,8:15 AM,9:46 PM,Delta,320,16
3622,ESP,BZF,10/15/2022,12/08/2022,6:14 PM,4:55 PM,Delta,245,10
8256,FYM,BFO,06/02/2022,11/30/2022,5:53 PM,4:53 PM,American,409,8
7075,BCI,BCI,11/11/2022,10/23/2022,10:9 AM,12:54 PM,American,480,19
6125,BZF,BZF,08/23/2022,09/18/2022,8:37 AM,6:31 AM,United,366,4
7500,BZB,PMP,08/03/2022,08/14/2022,2:39 PM,4:1 PM,United,228,23
7492,BFX,BFX,04/16/2022,11/12/2022,3:13 PM,1:45 AM,United,330,18
5101,YFX,PMP,06/19/2022,06/02/2022,12:8 AM,9:29 PM,Delta,272,13
4075,BFO,YFX,04/14/2022,11/12/2022,8:28 AM,1:56 PM,American,496,7
9996,BFX,FYM,05/02/2022,10/22/2022,1:58 AM,5:52 AM,American,434,9
9498,BZB,PMP,09/18/2022,01/31/2022,4:37 AM,4:51 AM,Delta,371,8
3446,BCI,ESP,08/31/2022,09/05/2022,9:33 AM,10:26 PM,Delta,64,15
6132,FYM,YFX,02/11/2022,10/02/2022,9:27 PM,1:6 PM,United,209,13
1097,BCI,ESP,12/08/2022,04/06/2022,8:1 PM,12:38 PM,United,236,16
6224,BCI,FYM,02/15/2022,01/10/2022,11:24 AM,12:0 AM,Delta,458,5
3349,BCI,BZB,01/13/2022,11/25/2022,11:36 PM,6:25 PM,American,388,11
6058,BFX,ESP,05/17/2022,10/05/2022,2:35 AM,4:10 PM,United,454,24
8176,BCI,BFX,08/07/2022,05/06/2022,11:43 PM,8:24 AM,Delta,93,22
8871,BZB,BFO,04/19/2022,03/02/2022,11:50 PM,11:46 PM,Delta,393,14
7700,BCI,YCY,05/05/2022,08/11/2022,8:24 PM,2:7 PM,American,283,22
2396,BZB,PMP,05/11/2022,02/12/2022,11:9 PM,3:0 AM,Delta,120,17
1245,BFO,FYM,04/08/2022,08/27/2022,10:17 PM,8:18 PM,Delta,252,18
3695,BCI,PMP,04/01/2022,06/21/2022,10:28 PM,3:43 AM,American,121,11
9485,BZB,BFO,04/04/2022,09/23/2022,2:45 PM,10:20 PM,United,199,5
4717,BZB,FYM,05/22/2022,07/23/2022,1:32 PM,10:15 AM,American,137,13
5814,YCY,ESP,11/30/2022,10/08/2022,7:58 AM,1:57 PM,Delta,447,3
6991,ESP,BFO,04/21/2022,08/02/2022,12:4 AM,5:54 AM,American,184,6
6090,YFX,YFX,03/11/2022,02/08/2022,9:39 PM,2:42 PM,United,24,14
6476,BZB,ESP,02/07/2022,08/04/2022,6:23 AM,7:52 PM,American,68,11
1252,BFX,BZF,12/02/2022,03/31/2022,11:26 AM,6:54 AM,United,316,10
1342,ESP,BFX,10/20/2022,04/13/2022,3:35 PM,1:36 AM,United,380,4
1217,BFO,BZB,01/13/2022,05/22/2022,5:14 AM,8:33 PM,Delta,452,20
7912,FYM,FYM,09/12/2022,12/18/2022,7:51 AM,10:48 PM,Delta,144,22
4441,BZF,YFX,04/05/2022,10/14/2022,2:44 PM,2:7 PM,United,145,3
2406,BZF,ESP,07/02/2022,12/08/2022,1:38 PM,8:2 PM,American,488,10
6711,FYM,BFX,03/21/2022,06/03/2022,8:22 PM,4:53 PM,United,383,4
8970,ESP,BZF,12/26/2022,01/29/2022,12:55 AM,1:40 PM,United,359,14
4018,BFO,BFX,05/18/2022,02/02/2022,8:7 AM,3:23 PM,Delta,17,3
2132,BFX,YCY,07/09/2022,10/21/2022,4:40 PM,11:56 PM,Delta,142,4
6254,ESP,PMP,12/29/2022,09/28/2022,6:53 AM,3:24 PM,American,174,23
1495,BFO,BFO,01/10/2022,04/26/2022,1:53 AM,5:19 AM,Delta,495,3
8665,FYM,BZF,12/22/2022,01/31/2022,1:59 PM,6:4 PM,American,330,9
6517,YFX,YCY,01/17/2022,04/05/2022,5:10 PM,8:58 PM,American,393,19
3718,YCY,PMP,10/03/2022,05/23/2022,5:27 AM,3:49 AM,United,288,20
6968,BZB,FYM,02/19/2022,01/11/2022,10:12 AM,11:33 AM,Delta,479,8
7440,BZF,BZB,08/01/2022,03/01/2022,6:14 PM,1:55 AM,American,251,9
4013,PMP,BCI,12/02/2022,01/05/2022,9:34 PM,7:18 PM,American,175,12
1781,BFX,BCI,08/28/2022,10/10/2022,12:13 PM,1:50 PM,American,134,5
4956,YFX,FYM,11/05/2022,10/08/2022,10:50 AM,12:14 PM,Delta,181,12
7147,YCY,ESP,02/23/2022,12/25/2022,2:5 AM,11:58 AM,United,155,16
7029,BZB,BCI,02/11/2022,02/03/2022,6:10 AM,9:41 AM,Delta,255,1
3647,FYM,FYM,02/03/2022,05/18/2022,11:33 PM,11:18 PM,United,168,15
6420,BFX,YCY,03/31/2022,06/05/2022,12:22 PM,12:54 PM,American,465,7
7239,BFX,BCI,05/06/2022,12/04/2022,8:11 AM,10:38 AM,United,13,20
5605,BFX,BFO,10/09/2022,02/17/2022,12:8 PM,6:29 AM,United,13,19
8155,YCY,PMP,02/02/2022,04/06/2022,8:50 AM,3:44 AM,United,312,1
3839,PMP,YFX,06/24/2022,02/28/2022,1:0 AM,2:6 PM,United,204,7
4336,BZF,ESP,05/22/2022,02/02/2022,7:8 PM,4:55 AM,American,125,12
4679,FYM,YFX,07/18/2022,11/21/2022,4:40 AM,2:43 PM,Delta,82,14
9069,YFX,YFX,07/01/2022,07/06/2022,3:16 AM,10:17 AM,American,205,18
5296,PMP,BFO,01/06/2022,11/07/2022,11:42 PM,10:41 PM,American,463,5
2965,BZB,BCI,12/01/2022,12/21/2022,8:22 AM,11:2 AM,Delta,337,19
5014,ESP,PMP,07/11/2022,02/19/2022,9:32 AM,12:14 AM,Delta,341,16
6523,FYM,ESP,07/27/2022,08/13/2022,6:42 AM,4:27 AM,United,379,6
5221,YCY,YFX,04/27/2022,09/17/2022,1:21 PM,12:34 PM,Delta,336,12
5985,YFX,BFX,08/06/2022,04/05/2022,7:16 AM,4:57 AM,United,145,16
6219,YFX,BCI,08/02/2022,03/21/2022,10:45 AM,7:49 PM,Delta,199,11
5108,PMP,BCI,02/06/2022,10/10/2022,5:30 AM,9:7 PM,American,148,10
6431,BFX,PMP,06/27/2022,01/18/2022,12:3 AM,7:38 PM,Delta,356,12
8302,BZB,BFX,05/30/2022,05/06/2022,12:19 PM,11:38 AM,Delta,20,8
9309,BZB,BCI,04/27/2022,08/18/2022,7:58 AM,12:45 AM,American,48,11
5946,YFX,BZF,03/23/2022,07/19/2022,11:32 AM,12:15 PM,United,104,10
5666,ESP,BZB,10/26/2022,06/24/2022,3:5 AM,2:35 PM,United,459,10
8930,BFX,BFO,03/28/2022,10/05/2022,6:34 PM,4:50 PM,Delta,411,12
6332,FYM,ESP,07/11/2022,12/24/2022,4:2 PM,2:25 AM,Delta,489,3
2580,YCY,FYM,03/09/2022,11/08/2022,11:13 AM,6:1 PM,Delta,87,7
8072,YCY,BFX,07/19/2022,11/24/2022,2:42 PM,7:3 PM,Delta,351,17
5520,BZB,BZB,10/19/2022,05/24/2022,3:56 PM,5:31 AM,United,373,7
1463,BZF,YFX,11/02/2022,04/08/2022,5:23 PM,11:38 AM,Delta,263,11
3476,BFX,PMP,04/30/2022,11/04/2022,12:16 AM,8:37 AM,United,69,9
3164,BZF,BZF,04/04/2022,10/21/2022,11:32 AM,1:28 AM,United,337,14
4522,BZB,BFO,06/20/2022,05/19/2022,2:36 AM,5:59 PM,Delta,367,13
2982,FYM,BCI,05/02/2022,01/17/2022,10:44 AM,2:42 AM,American,117,21
7025,BZB,BFX,02/23/2022,10/30/2022,9:43 AM,11:40 AM,Delta,377,10
6174,BCI,BFO,12/06/2022,02/12/2022,3:15 PM,9:15 PM,United,272,14
2650,BZB,BFO,06/25/2022,11/27/2022,8:9 PM,1:40 AM,Delta,323,19
6056,ESP,BCI,12/18/2022,04/14/2022,8:40 PM,10:13 AM,United,276,17
5250,FYM,ESP,10/07/2022,04/24/2022,2:2 AM,7:23 AM,American,84,18
6665,BFX,ESP,12/20/2022,09/22/2022,10:8 PM,2:56 AM,American,24,10
7725,YFX,BZF,03/23/2022,08/21/2022,2:24 AM,2:2 PM,United,255,1
2516,BZB,PMP,12/04/2022,04/23/2022,6:42 AM,6:58 PM,American,215,23
3851,FYM,BCI,12/03/2022,11/26/2022,9:10 PM,6:13 PM,United,299,5
8053,FYM,YFX,12/25/2022,05/05/2022,6:30 PM,2:45 AM,Delta,206,12
3430,BFX,BCI,07/16/2022,09/15/2022,6:4 PM,4:35 PM,Delta,380,4
3671,BFX,PMP,03/01/2022,11/30/2022,10:43 PM,3:13 PM,United,450,7
2278,BZB,PMP,03/22/2022,09/01/2022,2:48 PM,2:51 AM,United,36,20
9341,BCI,BCI,04/05/2022,01/25/2022,3:3 PM,2:26 AM,Delta,192,5
5112,ESP,YCY,03/26/2022,03/07/2022,3:4 AM,10:44 PM,United,192,11
